,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
3276,"✨Disney+ Hotstar✨
📌Rent
1 Hari: 4K
3 Hari: 8K
7 Hari: 13K
📌Sharing
1 Bulan: 20K
2 Bulan: 25K
3 Bulan: 30K

📝Order?… https://t.co/Wo48Pjex4l",pos,✨Disney+ Hotstar✨ 📌ent 1 Hari: 4K 3 Hari: 8K 7 Hari: 13K 📌Sharing 1 Bulan: 20K 2 Bulan: 25K 3 Bulan: 30K 📝Order?…,Disney Hotstar ent Hari K Hari K Hari K Sharing Bulan K Bulan K Bulan K Order,"['✨disney', 'hotstar✨ 📌ent 1 hari', '4k 3 hari', '8k 7 hari', '13k 📌sharing 1 bulan', '20k', 'bulan', '25k 3 bulan', '30k 📝order?…']"
3277,"Disney plus  + Hoststar 💞

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/aA3TQbc1Aj",pos,Disney plus + Hoststar 💞 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💞 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3278,"Disney plus  + Hoststar 💖

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/c0PdasNLkr",pos,Disney plus + Hoststar 💖 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💖 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3279,Alguém querendo dividir Disney plus?,pos,Alguém querendo dividir Disney plus?,Algum querendo dividir Disney plus,['alguém querendo dividir disney']
3280,Rewatching the walking dead for the first time now it’s on Disney plus and I forgot about brilliant it is at the start,pos,ewatching the walking dead for the first time now it’s on Disney plus and I forgot about brilliant it is at the start,ewatching walking dead first time Disney plus I forgot brilliant start,"['first time', 'disney']"
3281,guardo le cheetah girls su disney plus o mi alleno i drammi della vita,pos,guardo le cheetah girls su disney plus o mi alleno i drammi della vita,guardo le cheetah girl su disney plus mi alleno drammi della vita,"['guardo le cheetah girls su disney', 'mi alleno', 'drammi della vita']"
3282,Where can I watch Loki other then Disney plus 🧍🏾‍♀️,neg,Where can I watch Loki other then Disney plus 🧍🏾‍♀️,Where I watch Loki Disney plus,"['loki other', 'disney']"
3283,Et on attend toujours la saison 1 en Belgique sur Disney Plus pour The Owl House,pos,Et on attend toujours la saison 1 en Belgique sur Disney Plus pour The Owl House,Et attend toujours la saison en Belgique sur Disney Plus pour The Owl House,"['belgique sur disney plus', 'owl house']"
3284,"Disney plus  + Hoststar 🏷

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/PjZx25dVl9",pos,Disney plus + Hoststar 🏷 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🏷 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3285,"Disney plus  + Hoststar 🔥

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/Zq28DbcESC",pos,Disney plus + Hoststar 🔥 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🔥 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3286,just beyond 🤝 parallels 🤝 guia secreto para criaturas celestiais = as séries não-marvel mais lendárias do Disney Plus,pos,just beyond 🤝 parallels 🤝 guia secreto para criaturas celestiais = as séries não-marvel mais lendárias do Disney Plus,beyond parallel guia secreto para criaturas celestiais sries nomarvel mais lendrias Disney Plus,"['🤝 parallels 🤝 guia secreto para criaturas celestiais', 'disney plus']"
3287,"Disney plus  + Hoststar 📌

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/SQrcPOv1CR",pos,Disney plus + Hoststar 📌 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 📌 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3288,"Disney plus  + Hoststar 📍

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/zCJHyJ3UMu",pos,Disney plus + Hoststar 📍 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 📍 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3289,"Disney plus  + Hoststar 🎨

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/Oj0dEqJwMF",pos,Disney plus + Hoststar 🎨 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🎨 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3290,"Disney plus  + Hoststar 💛

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/jx3iPiuaum",pos,Disney plus + Hoststar 💛 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💛 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3291,"Disney plus  + Hoststar 🍯

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/oFiNJhijOv",pos,Disney plus + Hoststar 🍯 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🍯 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3292,"Disney plus  + Hoststar 💌

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/Re3RPfSWRg",pos,Disney plus + Hoststar 💌 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💌 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3293,@LycansVide @UniversoDCnauta Provavelmente será no Star Plus da Disney,pos,@LycansVide @UniversoDCnauta Provavelmente será no Star Plus da Disney,LycansVide UniversoDCnauta Provavelmente ser Star Plus da Disney,"['universodcnauta provavelmente será', 'star plus da disney']"
3294,"@Afro_disiiac Well it's worth every penny 
I mean old school Disney show too 🤞🏿
Plus a little bit of everything https://t.co/saUSvM61zH",neg,@Afro_disiiac Well it's worth every penny I mean old school Disney show too 🤞🏿 Plus a little bit of everything,Afrodisiiac Well worth every penny I mean old school Disney show Plus little bit everything,"['old school disney show', '🤞🏿 plus', 'little bit']"
3295,Drama da h4cker q n tem a bin do cartão p fzr conta disney plus de graça,pos,Drama da h4cker q n tem a bin do cartão p fzr conta disney plus de graça,Drama da hcker q n tem bin carto p fzr conta disney plus de graa,"['drama da h4cker q n tem', 'cartão p fzr conta disney']"
3296,"Disney plus  + Hoststar 📍

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/2HSJykLZxV",pos,Disney plus + Hoststar 📍 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 📍 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3297,"Disney plus  + Hoststar 💟

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/xQ4w3GBa6u",pos,Disney plus + Hoststar 💟 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💟 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3298,Alguém sabe me dizer se vale muito a pena assinar a Disney plus ?,pos,Alguém sabe me dizer se vale muito a pena assinar a Disney plus ?,Algum sabe dizer se vale muito pena assinar Disney plus,"['alguém sabe', 'dizer se vale muito', 'pena assinar', 'disney']"
3299,RT @Liahiveolsen: 2 days for Cruella to be released for free on Disney plus.🤍🖤 https://t.co/M9dhRVrfkq,pos,2 days for Cruella to be released for free on Disney plus.🤍🖤,day Cruella released free Disney plus,"['cruella', 'disney plus.\U0001f90d🖤']"
3300,"Disney plus  + Hoststar 🦕

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/0dOb0OiyMA",pos,Disney plus + Hoststar 🦕 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🦕 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3301,"Disney plus  + Hoststar 💗

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/MguM83Zr9J",pos,Disney plus + Hoststar 💗 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💗 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3302,"I really want a Disney plus account but I pay for Zeus network, Netflix and prime 🥴",pos,"I really want a Disney plus account but I pay for Zeus network, Netflix and prime 🥴",I really want Disney plus account I pay Zeus network Netflix prime,"['disney', 'zeus network', 'netflix', 'prime 🥴']"
3303,"@Jessica_ghl Están todos lo capítulos en YouTube, no puede estar en Disney plus :(",neg,"@Jessica_ghl Están todos lo capítulos en YouTube, no puede estar en Disney plus :(",Jessicaghl Estn todos lo captulos en YouTube puede estar en Disney plus,"['jessica_ghl están todos', 'youtube', 'puede estar', 'disney']"
3304,i’m trying to watch the owl house and disney plus keeps turning off,pos,i’m trying to watch the owl house and disney plus keeps turning off,im trying watch owl house disney plus keep turning,"['’ m', 'owl house']"
3305,"Disney plus  + Hoststar 🍄

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/vHwcICxMhS",pos,Disney plus + Hoststar 🍄 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🍄 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3306,"Disney plus  + Hoststar 💫

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/yYDIB8sBTM",pos,Disney plus + Hoststar 💫 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💫 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3307,"Disney plus  + Hoststar 🦖

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/5Fb0s34ufi",pos,Disney plus + Hoststar 🦖 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🦖 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
3308,"Disney plus  + Hoststar 💎

     1 เดือน 30 วัน 

🐰 จอละ 57 บาท 
🐰 แอคละ 105 บาท
🐰 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/C12DTyZdRq",pos,Disney plus + Hoststar 💎 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💎 1 เดือน 30 วัน 🐰 จอละ 57 บาท 🐰 แอคละ 105 บาท 🐰 1 แอคมี', 'จอ 🖍 โอน']"
